1,2
3,1
3,2
3,3
3,4
3,5
3,6
4,1
4,2
4,4
5,1
5,3
5,4
5,5
6,2
7,1
7,2
7,3
7,4
7,5
7,6
8,1
8,4
8,5
9,1
10,4
11,1
11,4
12,2
13,1
13,4
13,3
14,1
14,2
14,3
14,4
14,5
15,3
15,5
15,6
16,1
16,2
17,4
18,4
19,1
19,4
20,1
20,2
20,3
20,4
20,5
20,6
21,1
21,3
21,4
21,5
22,3
22,4
23,2
24,2
26,2
26,4
27,4
28,1
28,3
28,4
28,5
29,1
29,3
